member_id,membership,reward_discount,member_discount,added_prime_discount
1011,silver,10%,5%,-
1011,silver,5%,5%,-
1011,silver,5%,5%,-
1011,silver,-,5%,-
1011,silver,5%,5%,-
1011,silver,10%,5%,-
1011,silver,-,5%,-
1011,silver,10%,5%,-
1011,silver,-,5%,-
1011,silver,5%,5%,-
1011,silver,10%,5%,-
1011,silver,10%,5%,-
1011,silver,-,5%,-
1011,silver,-,5%,-
1011,silver,-,5%,-
1011,silver,-,5%,-
1011,silver,-,5%,-
1011,silver,-,5%,-
1011,silver,-,5%,-
1011,silver,5%,5%,-
1011,silver,15%,5%,-
1011,silver,5%,5%,-
1011,silver,10%,5%,-
1011,silver,10%,5%,-
1011,silver,15%,5%,-
1011,silver,10%,5%,-
1011,silver,5%,5%,-
1011,silver,10%,5%,-
1011,silver,5%,5%,-
1011,silver,5%,5%,-
1011,silver,10%,5%,-
1011,silver,10%,5%,-
1011,silver,10%,5%,-
1011,silver,5%,5%,-
1011,silver,10%,5%,-
1011,silver,15%,5%,-
1011,silver,5%,5%,-
1011,silver,10%,5%,-
1011,silver,10%,5%,-
1011,silver,5%,5%,-
1011,silver,5%,5%,-
1011,silver,10%,5%,-
1011,silver,10%,5%,-
1011,silver,10%,5%,-
1011,silver,15%,5%,-
1011,silver,10%,5%,-
1011,silver,5%,5%,-
1011,silver,5%,5%,-
1011,silver,5%,5%,-
1011,silver,10%,5%,-
1011,silver,5%,5%,-
1011,silver,15%,5%,-
1011,silver,10%,5%,-
1011,silver,10%,5%,-
1011,silver,10%,5%,-
1011,silver,10%,5%,-
1011,silver,-,5%,-
1011,silver,5%,5%,-
1011,silver,5%,5%,-
1011,silver,-,5%,-
1011,silver,10%,5%,-
1011,silver,-,5%,-
1011,silver,10%,5%,-
1011,silver,5%,5%,-
1011,silver,-,5%,-
1011,silver,10%,5%,-
1011,silver,5%,5%,-
1012,gold,10%,10%,-
1012,gold,-,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,15%,10%,-
1012,gold,10%,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,10%,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,-,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,10%,10%,-
1012,gold,15%,10%,-
1012,gold,5%,10%,-
1012,gold,10%,10%,-
1012,gold,10%,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,-,10%,-
1012,gold,10%,10%,-
1012,gold,-,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,10%,10%,-
1012,gold,15%,10%,-
1012,gold,-,10%,-
1012,gold,5%,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,15%,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,10%,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,10%,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,10%,10%,-
1012,gold,-,10%,-
1012,gold,-,10%,-
1012,gold,5%,10%,-
1012,gold,-,10%,-
1012,gold,5%,10%,-
1012,gold,-,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,-,10%,-
1012,gold,-,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,-,10%,-
1012,gold,5%,10%,-
1012,gold,-,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,-,10%,-
1012,gold,10%,10%,-
1012,gold,-,10%,-
1012,gold,-,10%,-
1012,gold,5%,10%,-
1012,gold,-,10%,-
1012,gold,-,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,-,10%,-
1012,gold,-,10%,-
1012,gold,5%,10%,-
1012,gold,-,10%,-
1012,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,10%,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,10%,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,15%,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,5%,10%,-
1013,gold,10%,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,10%,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,10%,10%,-
1013,gold,10%,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,5%,10%,-
1013,gold,10%,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,10%,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,10%,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1014,gold,5%,10%,-
1014,gold,5%,10%,-
1014,gold,-,10%,-
1014,gold,5%,10%,-
1014,gold,10%,10%,-
1014,gold,5%,10%,-
1014,gold,15%,10%,-
1014,gold,5%,10%,-
1014,gold,5%,10%,-
1014,gold,10%,10%,-
1014,gold,5%,10%,-
1014,gold,10%,10%,-
1014,gold,-,10%,-
1014,gold,10%,10%,-
1014,gold,10%,10%,-
1014,gold,5%,10%,-
1014,gold,5%,10%,-
1014,gold,10%,10%,-
1014,gold,10%,10%,-
1014,gold,5%,10%,-
1014,gold,5%,10%,-
1014,gold,15%,10%,-
1014,gold,5%,10%,-
1014,gold,10%,10%,-
1014,gold,-,10%,-
1014,gold,5%,10%,-
1014,gold,10%,10%,-
1014,gold,5%,10%,-
1014,gold,-,10%,-
1014,gold,5%,10%,-
1014,gold,5%,10%,-
1014,gold,10%,10%,-
1014,gold,5%,10%,-
1014,gold,10%,10%,-
1014,gold,5%,10%,-
1014,gold,5%,10%,-
1014,gold,15%,10%,-
1014,gold,5%,10%,-
1014,gold,10%,10%,-
1014,gold,5%,10%,-
1014,gold,15%,10%,-
1014,gold,15%,10%,-
1014,gold,5%,10%,-
1014,gold,10%,10%,-
1014,gold,5%,10%,-
1014,gold,10%,10%,-
1014,gold,10%,10%,-
1014,gold,-,10%,-
1014,gold,-,10%,-
1014,gold,5%,10%,-
1014,gold,5%,10%,-
1014,gold,5%,10%,-
1014,gold,5%,10%,-
1014,gold,10%,10%,-
1014,gold,5%,10%,-
1014,gold,5%,10%,-
1014,gold,5%,10%,-
1014,gold,10%,10%,-
1014,gold,10%,10%,-
1014,gold,5%,10%,-
1014,gold,5%,10%,-
1014,gold,5%,10%,-
1014,gold,10%,10%,-
1014,gold,5%,10%,-
1014,gold,-,10%,-
1014,gold,5%,10%,-
1014,gold,-,10%,-
1014,gold,5%,10%,-
1014,gold,5%,10%,-
1014,gold,5%,10%,-
1014,gold,-,10%,-
1014,gold,5%,10%,-
1014,gold,5%,10%,-
1014,gold,5%,10%,-
1014,gold,5%,10%,-
1014,gold,5%,10%,-
1014,gold,5%,10%,-
1014,gold,5%,10%,-
1014,gold,10%,10%,-
1014,gold,-,10%,-
1014,gold,10%,10%,-
1014,gold,-,10%,-
1014,gold,10%,10%,-
1014,gold,10%,10%,-
1014,gold,5%,10%,-
1014,gold,5%,10%,-
1014,gold,5%,10%,-
1014,gold,5%,10%,-
1014,gold,-,10%,-
1014,gold,-,10%,-
1014,gold,-,10%,-
1014,gold,5%,10%,-
1014,gold,-,10%,-
1014,gold,5%,10%,-
1014,gold,5%,10%,-
1014,gold,5%,10%,-
1014,gold,5%,10%,-
1014,gold,5%,10%,-
1014,gold,5%,10%,-
1014,gold,-,10%,-
1015,silver,5%,5%,-
1015,silver,5%,5%,-
1015,silver,5%,5%,-
1015,silver,5%,5%,-
1015,silver,10%,5%,-
1015,silver,5%,5%,-
1015,silver,5%,5%,-
1015,silver,5%,5%,-
1015,silver,5%,5%,-
1015,silver,5%,5%,-
1015,silver,-,5%,-
1015,silver,5%,5%,-
1015,silver,-,5%,-
1015,silver,5%,5%,-
1015,silver,-,5%,-
1015,silver,-,5%,-
1015,silver,5%,5%,-
1015,silver,5%,5%,-
1015,silver,5%,5%,-
1015,silver,5%,5%,-
1015,silver,5%,5%,-
1015,silver,-,5%,-
1015,silver,5%,5%,-
1015,silver,-,5%,-
1015,silver,-,5%,-
1015,silver,5%,5%,-
1015,silver,-,5%,-
1015,silver,-,5%,-
1015,silver,-,5%,-
1015,silver,-,5%,-
1015,silver,-,5%,-
1015,silver,10%,5%,-
1015,silver,5%,5%,-
1015,silver,-,5%,-
1015,silver,5%,5%,-
1015,silver,5%,5%,-
1015,silver,5%,5%,-
1015,silver,10%,5%,-
1015,silver,10%,5%,-
1015,silver,10%,5%,-
1015,silver,5%,5%,-
1015,silver,10%,5%,-
1015,silver,10%,5%,-
1015,silver,5%,5%,-
1015,silver,15%,5%,-
1015,silver,5%,5%,-
1015,silver,5%,5%,-
1015,silver,10%,5%,-
1015,silver,15%,5%,-
1015,silver,10%,5%,-
1015,silver,5%,5%,-
1015,silver,5%,5%,-
1015,silver,5%,5%,-
1015,silver,5%,5%,-
1015,silver,10%,5%,-
1015,silver,5%,5%,-
1015,silver,10%,5%,-
1015,silver,5%,5%,-
1015,silver,5%,5%,-
1015,silver,10%,5%,-
1015,silver,10%,5%,-
1015,silver,5%,5%,-
1015,silver,5%,5%,-
1015,silver,5%,5%,-
1015,silver,10%,5%,-
1015,silver,10%,5%,-
1015,silver,15%,5%,-
1015,silver,10%,5%,-
1015,silver,5%,5%,-
1015,silver,5%,5%,-
1015,silver,10%,5%,-
1015,silver,5%,5%,-
1015,silver,5%,5%,-
1015,silver,5%,5%,-
1015,silver,10%,5%,-
1015,silver,5%,5%,-
1015,silver,5%,5%,-
1015,silver,10%,5%,-
1015,silver,5%,5%,-
1015,silver,-,5%,-
1015,silver,5%,5%,-
1015,silver,15%,5%,-
1015,silver,10%,5%,-
1015,silver,10%,5%,-
1015,silver,5%,5%,-
1015,silver,10%,5%,-
1015,silver,5%,5%,-
1015,silver,5%,5%,-
1015,silver,10%,5%,-
1015,silver,10%,5%,-
1015,silver,5%,5%,-
1015,silver,5%,5%,-
1015,silver,-,5%,-
1015,silver,5%,5%,-
1015,silver,5%,5%,-
1015,silver,10%,5%,-
1015,silver,5%,5%,-
1015,silver,5%,5%,-
1015,silver,10%,5%,-
1015,silver,10%,5%,-
1016,silver,-,5%,-
1016,silver,15%,5%,-
1016,silver,5%,5%,-
1016,silver,15%,5%,-
1016,silver,10%,5%,-
1016,silver,5%,5%,-
1016,silver,5%,5%,-
1016,silver,10%,5%,-
1016,silver,-,5%,-
1016,silver,5%,5%,-
1016,silver,-,5%,-
1016,silver,10%,5%,-
1016,silver,10%,5%,-
1016,silver,5%,5%,-
1016,silver,5%,5%,-
1016,silver,15%,5%,-
1016,silver,10%,5%,-
1016,silver,-,5%,-
1016,silver,5%,5%,-
1016,silver,5%,5%,-
1016,silver,10%,5%,-
1016,silver,5%,5%,-
1016,silver,5%,5%,-
1016,silver,-,5%,-
1016,silver,10%,5%,-
1016,silver,10%,5%,-
1016,silver,10%,5%,-
1016,silver,5%,5%,-
1016,silver,5%,5%,-
1016,silver,5%,5%,-
1016,silver,-,5%,-
1016,silver,5%,5%,-
1016,silver,5%,5%,-
1016,silver,10%,5%,-
1016,silver,5%,5%,-
1016,silver,5%,5%,-
1016,silver,15%,5%,-
1016,silver,10%,5%,-
1016,silver,-,5%,-
1016,silver,5%,5%,-
1016,silver,10%,5%,-
1016,silver,5%,5%,-
1016,silver,10%,5%,-
1016,silver,-,5%,-
1016,silver,5%,5%,-
1016,silver,10%,5%,-
1016,silver,-,5%,-
1016,silver,5%,5%,-
1016,silver,5%,5%,-
1016,silver,10%,5%,-
1016,silver,5%,5%,-
1016,silver,5%,5%,-
1016,silver,5%,5%,-
1016,silver,10%,5%,-
1016,silver,-,5%,-
1016,silver,-,5%,-
1016,silver,10%,5%,-
1016,silver,10%,5%,-
1016,silver,10%,5%,-
1016,silver,5%,5%,-
1016,silver,-,5%,-
1016,silver,5%,5%,-
1016,silver,10%,5%,-
1016,silver,10%,5%,-
1016,silver,10%,5%,-
1016,silver,-,5%,-
1016,silver,5%,5%,-
1016,silver,5%,5%,-
1016,silver,10%,5%,-
1016,silver,10%,5%,-
1016,silver,5%,5%,-
1016,silver,-,5%,-
1016,silver,10%,5%,-
1016,silver,10%,5%,-
1016,silver,5%,5%,-
1016,silver,15%,5%,-
1016,silver,-,5%,-
1016,silver,10%,5%,-
1016,silver,5%,5%,-
1016,silver,-,5%,-
1016,silver,5%,5%,-
1016,silver,5%,5%,-
1016,silver,5%,5%,-
1016,silver,10%,5%,-
1016,silver,5%,5%,-
1016,silver,-,5%,-
1016,silver,5%,5%,-
1016,silver,-,5%,-
1016,silver,-,5%,-
1016,silver,5%,5%,-
1016,silver,-,5%,-
1016,silver,5%,5%,-
1016,silver,-,5%,-
1016,silver,10%,5%,-
1016,silver,-,5%,-
1016,silver,-,5%,-
1016,silver,-,5%,-
1016,silver,-,5%,-
1016,silver,5%,5%,-
1017,gold,-,10%,-
1017,gold,5%,10%,-
1017,gold,10%,10%,-
1017,gold,5%,10%,-
1017,gold,5%,10%,-
1017,gold,10%,10%,-
1017,gold,10%,10%,-
1017,gold,5%,10%,-
1017,gold,5%,10%,-
1017,gold,15%,10%,-
1017,gold,10%,10%,-
1017,gold,5%,10%,-
1017,gold,-,10%,-
1017,gold,-,10%,-
1017,gold,10%,10%,-
1017,gold,5%,10%,-
1017,gold,5%,10%,-
1017,gold,5%,10%,-
1017,gold,-,10%,-
1017,gold,-,10%,-
1017,gold,5%,10%,-
1017,gold,5%,10%,-
1017,gold,5%,10%,-
1017,gold,-,10%,-
1017,gold,10%,10%,-
1017,gold,-,10%,-
1017,gold,-,10%,-
1017,gold,5%,10%,-
1017,gold,5%,10%,-
1017,gold,-,10%,-
1017,gold,5%,10%,-
1017,gold,-,10%,-
1017,gold,-,10%,-
1017,gold,5%,10%,-
1017,gold,-,10%,-
1017,gold,-,10%,-
1017,gold,10%,10%,-
1017,gold,5%,10%,-
1017,gold,10%,10%,-
1017,gold,-,10%,-
1017,gold,5%,10%,-
1017,gold,5%,10%,-
1017,gold,-,10%,-
1017,gold,5%,10%,-
1017,gold,15%,10%,-
1017,gold,5%,10%,-
1017,gold,-,10%,-
1017,gold,10%,10%,-
1017,gold,10%,10%,-
1017,gold,10%,10%,-
1017,gold,5%,10%,-
1017,gold,10%,10%,-
1017,gold,5%,10%,-
1017,gold,5%,10%,-
1017,gold,10%,10%,-
1017,gold,5%,10%,-
1017,gold,10%,10%,-
1017,gold,5%,10%,-
1017,gold,10%,10%,-
1017,gold,10%,10%,-
1017,gold,-,10%,-
1017,gold,5%,10%,-
1017,gold,5%,10%,-
1017,gold,5%,10%,-
1017,gold,10%,10%,-
1017,gold,10%,10%,-
1017,gold,5%,10%,-
1017,gold,10%,10%,-
1017,gold,5%,10%,-
1017,gold,10%,10%,-
1017,gold,10%,10%,-
1017,gold,5%,10%,-
1017,gold,5%,10%,-
1017,gold,10%,10%,-
1017,gold,5%,10%,-
1017,gold,5%,10%,-
1017,gold,5%,10%,-
1017,gold,5%,10%,-
1017,gold,-,10%,-
1017,gold,5%,10%,-
1017,gold,10%,10%,-
1017,gold,5%,10%,-
1017,gold,10%,10%,-
1017,gold,5%,10%,-
1017,gold,5%,10%,-
1017,gold,10%,10%,-
1017,gold,5%,10%,-
1017,gold,10%,10%,-
1017,gold,10%,10%,-
1017,gold,5%,10%,-
1017,gold,5%,10%,-
1017,gold,15%,10%,-
1017,gold,10%,10%,-
1017,gold,5%,10%,-
1017,gold,5%,10%,-
1017,gold,5%,10%,-
1017,gold,5%,10%,-
1017,gold,5%,10%,-
1018,gold,5%,10%,-
1018,gold,10%,10%,-
1018,gold,-,10%,-
1018,gold,10%,10%,-
1018,gold,15%,10%,-
1018,gold,10%,10%,-
1018,gold,5%,10%,-
1018,gold,10%,10%,-
1018,gold,5%,10%,-
1018,gold,5%,10%,-
1018,gold,5%,10%,-
1018,gold,10%,10%,-
1018,gold,10%,10%,-
1018,gold,5%,10%,-
1018,gold,15%,10%,-
1018,gold,5%,10%,-
1018,gold,5%,10%,-
1018,gold,10%,10%,-
1018,gold,10%,10%,-
1018,gold,5%,10%,-
1018,gold,5%,10%,-
1018,gold,10%,10%,-
1018,gold,5%,10%,-
1018,gold,5%,10%,-
1018,gold,15%,10%,-
1018,gold,5%,10%,-
1018,gold,10%,10%,-
1018,gold,5%,10%,-
1018,gold,10%,10%,-
1018,gold,10%,10%,-
1018,gold,15%,10%,-
1018,gold,-,10%,-
1018,gold,5%,10%,-
1018,gold,5%,10%,-
1018,gold,5%,10%,-
1018,gold,10%,10%,-
1018,gold,5%,10%,-
1018,gold,5%,10%,-
1018,gold,5%,10%,-
1018,gold,5%,10%,-
1018,gold,5%,10%,-
1018,gold,10%,10%,-
1018,gold,5%,10%,-
1018,gold,-,10%,-
1018,gold,10%,10%,-
1018,gold,-,10%,-
1018,gold,5%,10%,-
1018,gold,-,10%,-
1018,gold,5%,10%,-
1018,gold,15%,10%,-
1018,gold,10%,10%,-
1018,gold,10%,10%,-
1018,gold,5%,10%,-
1018,gold,5%,10%,-
1018,gold,-,10%,-
1018,gold,5%,10%,-
1018,gold,10%,10%,-
1018,gold,5%,10%,-
1018,gold,5%,10%,-
1018,gold,10%,10%,-
1018,gold,5%,10%,-
1018,gold,5%,10%,-
1018,gold,15%,10%,-
1018,gold,-,10%,-
1018,gold,5%,10%,-
1018,gold,10%,10%,-
1018,gold,5%,10%,-
1018,gold,5%,10%,-
1018,gold,5%,10%,-
1018,gold,-,10%,-
1018,gold,-,10%,-
1018,gold,5%,10%,-
1018,gold,5%,10%,-
1018,gold,5%,10%,-
1018,gold,5%,10%,-
1018,gold,5%,10%,-
1018,gold,10%,10%,-
1018,gold,10%,10%,-
1018,gold,-,10%,-
1018,gold,5%,10%,-
1018,gold,-,10%,-
1018,gold,5%,10%,-
1018,gold,-,10%,-
1018,gold,10%,10%,-
1018,gold,5%,10%,-
1018,gold,-,10%,-
1018,gold,-,10%,-
1018,gold,-,10%,-
1018,gold,5%,10%,-
1018,gold,-,10%,-
1018,gold,-,10%,-
1018,gold,5%,10%,-
1018,gold,5%,10%,-
1018,gold,5%,10%,-
1018,gold,-,10%,-
1018,gold,5%,10%,-
1018,gold,-,10%,-
1018,gold,-,10%,-
1018,gold,-,10%,-
1018,gold,-,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,10%,10%,-
1019,gold,10%,10%,-
1019,gold,5%,10%,-
1019,gold,-,10%,-
1019,gold,-,10%,-
1019,gold,5%,10%,-
1019,gold,-,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,10%,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,-,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,-,10%,-
1019,gold,5%,10%,-
1019,gold,-,10%,-
1019,gold,5%,10%,-
1019,gold,-,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,10%,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,10%,10%,-
1019,gold,5%,10%,-
1019,gold,-,10%,-
1019,gold,10%,10%,-
1019,gold,5%,10%,-
1019,gold,10%,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,10%,10%,-
1019,gold,-,10%,-
1019,gold,5%,10%,-
1019,gold,10%,10%,-
1019,gold,10%,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,10%,10%,-
1019,gold,10%,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,10%,10%,-
1019,gold,10%,10%,-
1019,gold,10%,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,15%,10%,-
1019,gold,10%,10%,-
1019,gold,5%,10%,-
1019,gold,-,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,10%,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,-,10%,-
1019,gold,5%,10%,-
1019,gold,-,10%,-
1019,gold,5%,10%,-
1019,gold,-,10%,-
1019,gold,5%,10%,-
1019,gold,-,10%,-
1019,gold,5%,10%,-
1019,gold,-,10%,-
1019,gold,5%,10%,-
1019,gold,10%,10%,-
1019,gold,-,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,-,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,5%,10%,-
1019,gold,10%,10%,-
1020,gold,5%,10%,-
1020,gold,10%,10%,-
1020,gold,5%,10%,-
1020,gold,15%,10%,-
1020,gold,10%,10%,-
1020,gold,10%,10%,-
1020,gold,10%,10%,-
1020,gold,15%,10%,-
1020,gold,-,10%,-
1020,gold,10%,10%,-
1020,gold,5%,10%,-
1020,gold,10%,10%,-
1020,gold,10%,10%,-
1020,gold,10%,10%,-
1020,gold,5%,10%,-
1020,gold,5%,10%,-
1020,gold,10%,10%,-
1020,gold,5%,10%,-
1020,gold,-,10%,-
1020,gold,10%,10%,-
1020,gold,5%,10%,-
1020,gold,-,10%,-
1020,gold,-,10%,-
1020,gold,5%,10%,-
1020,gold,5%,10%,-
1020,gold,5%,10%,-
1020,gold,5%,10%,-
1020,gold,-,10%,-
1020,gold,10%,10%,-
1020,gold,10%,10%,-
1020,gold,10%,10%,-
1020,gold,5%,10%,-
1020,gold,10%,10%,-
1020,gold,5%,10%,-
1020,gold,5%,10%,-
1020,gold,10%,10%,-
1020,gold,10%,10%,-
1020,gold,5%,10%,-
1020,gold,10%,10%,-
1020,gold,10%,10%,-
1020,gold,-,10%,-
1020,gold,5%,10%,-
1020,gold,5%,10%,-
1020,gold,5%,10%,-
1020,gold,10%,10%,-
1020,gold,10%,10%,-
1020,gold,5%,10%,-
1020,gold,-,10%,-
1020,gold,10%,10%,-
1020,gold,15%,10%,-
1020,gold,10%,10%,-
1020,gold,10%,10%,-
1020,gold,5%,10%,-
1020,gold,-,10%,-
1020,gold,-,10%,-
1020,gold,5%,10%,-
1020,gold,10%,10%,-
1020,gold,-,10%,-
1020,gold,10%,10%,-
1020,gold,10%,10%,-
1020,gold,5%,10%,-
1020,gold,10%,10%,-
1020,gold,5%,10%,-
1020,gold,10%,10%,-
1020,gold,10%,10%,-
1020,gold,5%,10%,-
1020,gold,10%,10%,-
1020,gold,10%,10%,-
1020,gold,5%,10%,-
1020,gold,5%,10%,-
1020,gold,-,10%,-
1020,gold,10%,10%,-
1020,gold,5%,10%,-
1020,gold,5%,10%,-
1020,gold,5%,10%,-
1020,gold,-,10%,-
1020,gold,5%,10%,-
1020,gold,-,10%,-
1020,gold,-,10%,-
1020,gold,5%,10%,-
1020,gold,-,10%,-
1020,gold,5%,10%,-
1020,gold,5%,10%,-
1020,gold,5%,10%,-
1020,gold,10%,10%,-
1020,gold,5%,10%,-
1020,gold,5%,10%,-
1020,gold,5%,10%,-
1020,gold,-,10%,-
1020,gold,-,10%,-
1020,gold,5%,10%,-
1020,gold,-,10%,-
1020,gold,10%,10%,-
1020,gold,-,10%,-
1020,gold,-,10%,-
1020,gold,-,10%,-
1020,gold,10%,10%,-
1021,platinum,10%,20%,30%
1021,platinum,5%,20%,25%
1021,platinum,5%,20%,25%
1021,platinum,-,20%,20%
1021,platinum,15%,20%,35%
1021,platinum,5%,20%,25%
1021,platinum,10%,20%,30%
1021,platinum,10%,20%,30%
1021,platinum,10%,20%,30%
1021,platinum,-,20%,20%
1021,platinum,10%,20%,30%
1021,platinum,10%,20%,30%
1021,platinum,5%,20%,25%
1021,platinum,10%,20%,30%
1021,platinum,5%,20%,25%
1021,platinum,5%,20%,25%
1021,platinum,5%,20%,25%
1021,platinum,-,20%,20%
1021,platinum,5%,20%,25%
1021,platinum,5%,20%,25%
1021,platinum,5%,20%,25%
1021,platinum,10%,20%,30%
1021,platinum,10%,20%,30%
1021,platinum,10%,20%,30%
1021,platinum,-,20%,20%
1021,platinum,10%,20%,30%
1021,platinum,-,20%,20%
1021,platinum,-,20%,20%
1021,platinum,5%,20%,25%
1021,platinum,5%,20%,25%
1021,platinum,5%,20%,25%
1021,platinum,10%,20%,30%
1021,platinum,5%,20%,25%
1021,platinum,10%,20%,30%
1021,platinum,15%,20%,35%
1021,platinum,5%,20%,25%
1021,platinum,10%,20%,30%
1021,platinum,5%,20%,25%
1021,platinum,10%,20%,30%
1021,platinum,10%,20%,30%
1021,platinum,15%,20%,35%
1021,platinum,5%,20%,25%
1021,platinum,15%,20%,35%
1021,platinum,10%,20%,30%
1021,platinum,10%,20%,30%
1021,platinum,10%,20%,30%
1021,platinum,10%,20%,30%
1021,platinum,10%,20%,30%
1021,platinum,10%,20%,30%
1021,platinum,5%,20%,25%
1021,platinum,10%,20%,30%
